timestamp,gpu_id,node_id,gpu_util,mem_util,gpu_temp,power_watts,ecc_errors,xid_errors,cpu_util,ram_util,net_throughput_mbps,disk_io_mbps,job_runtime_s,queue_length,active_processes
2026-01-01 00:00:00,gpu-000,node-00,42.520190725114055,32.919652778837786,59.71297968783505,177.84295760214593,0.0,0.0,38.69388918768734,35.1536397436763,286.33861784617983,56.10834289809412,1709.5599852558034,4.0,5.0
2026-01-01 00:01:00,gpu-000,node-00,64.06774747266446,60.21615737015104,68.547738510026,229.36036679380965,0.0,0.0,65.09051951057634,62.46526365489677,237.0456739502662,50.34380489200494,2149.865402782268,1.0,3.0
2026-01-01 00:02:00,gpu-000,node-00,66.41144245516352,53.7862339551094,63.59603733805911,224.04214901985543,0.0,0.0,36.69886481060006,31.79658810009412,321.1832175827753,18.6878565300803,1702.5286065214673,3.0,1.0
2026-01-01 00:03:00,gpu-000,node-00,31.77457555509729,22.59642811301835,56.41682138662123,153.87516433586927,0.0,0.0,50.01446861198254,49.49695976441903,397.1153559339647,88.3777523954046,1980.9902818613411,0.0,2.0
2026-01-01 00:04:00,gpu-000,node-00,39.6231745345645,22.90818632763353,57.670616699256,174.63342602681018,0.0,0.0,58.2661690355069,55.52246695157657,254.6384961714383,56.35760526405949,1245.4526567039015,2.0,3.0
2026-01-01 00:05:00,gpu-000,node-00,56.8457427028928,52.37812280096827,63.44810440965828,204.3349605199635,0.0,0.0,46.89313557681552,47.94998858462727,429.2712170836639,46.06385568843375,1605.7472729785868,2.0,1.0
2026-01-01 00:06:00,gpu-000,node-00,51.5790740672586,40.9128402486686,60.46112103252528,186.48833560201908,0.0,0.0,33.48623039241557,41.00479964515198,307.7129805104639,33.01157942106488,1831.0057549654923,1.0,2.0
2026-01-01 00:07:00,gpu-000,node-00,55.23469627088062,35.40408774989035,63.60253588706789,193.97133253403817,0.0,0.0,27.416910236689795,37.745352416366295,311.9343675293778,52.47913945713363,2145.34617418119,0.0,5.0
2026-01-01 00:08:00,gpu-000,node-00,45.26210530319949,31.588355832201884,59.80852272223024,176.1940948018672,0.0,0.0,47.75338228759152,46.636399641354245,311.1802246088896,58.67133366554829,1824.873072942308,1.0,1.0
2026-01-01 00:09:00,gpu-000,node-00,66.11372730574907,46.5032917578086,67.28654291273612,227.26606735910116,0.0,0.0,56.78682320100157,48.80888993135756,257.95693251982124,76.91003769712555,2353.32657347917,1.0,1.0
2026-01-01 00:10:00,gpu-000,node-00,64.9567705185992,51.3066987863195,64.45765559164188,221.6022771553551,0.0,0.0,45.8335913313623,41.55941163083392,201.12379698013424,48.04972377492917,1662.6411271488369,1.0,3.0
2026-01-01 00:11:00,gpu-000,node-00,56.47794747559053,46.219052828536526,64.96358117285018,200.3361717097669,0.0,0.0,52.745829002275066,55.3375190276839,459.2172228128112,23.4037520146399,1437.956696738273,2.0,2.0
2026-01-01 00:12:00,gpu-000,node-00,69.27478113785136,52.90373958888847,67.66291588182764,237.82871430531503,0.0,0.0,66.36820246992184,55.26525744646681,208.5980363655381,48.86473242768715,2557.0462396779903,2.0,3.0
2026-01-01 00:13:00,gpu-000,node-00,61.42030166126741,53.02147431144834,63.227034755899,211.43615276700476,0.0,0.0,48.85985657645191,51.21217640201986,402.66838870935646,48.73489396254804,1202.9905452736425,2.0,2.0
2026-01-01 00:14:00,gpu-000,node-00,45.56097786296367,36.84279349273314,59.85001817552694,175.45333425204967,0.0,0.0,29.51716379259834,25.715827113749253,441.8379841460162,83.3378352722688,1516.581071569619,1.0,3.0
2026-01-01 00:15:00,gpu-000,node-00,60.35978926589813,53.59939333907916,64.57777526531383,220.3065718385945,0.0,0.0,41.07147556918943,38.09995776966634,246.6477940189509,56.354313726858734,1807.8945343696275,1.0,3.0
2026-01-01 00:16:00,gpu-000,node-00,44.49047527507964,33.80640982966011,60.65394082623589,182.28352345577025,0.0,0.0,54.30039182622808,44.831914834803925,353.4880074109244,58.25240074315993,1694.5192005163549,1.0,3.0
2026-01-01 00:17:00,gpu-000,node-00,66.60075053039228,68.50722838436955,67.18724176980025,216.7214326591479,0.0,0.0,38.14781023934288,27.714403202451244,359.47228363116784,39.64893192873753,1863.2540929075712,0.0,5.0
2026-01-01 00:18:00,gpu-000,node-00,55.52250982692784,41.595564244172486,61.53379736790124,191.5027931124704,0.0,0.0,55.73002840338731,48.76284552524218,359.896434421278,57.72992854622655,1852.7933174379475,2.0,2.0
2026-01-01 00:19:00,gpu-000,node-00,53.9655392675216,38.65578145523792,62.11123135727879,189.86230909974188,0.0,0.0,40.04096359815493,42.55192571001717,254.2567101337716,33.90493275906703,2692.725465768199,1.0,5.0
2026-01-01 00:20:00,gpu-000,node-00,48.07499260867013,33.32849133645732,58.37294422391818,185.51997943511995,0.0,0.0,44.09116249437881,36.17224344351563,273.9888755451728,54.022821846943856,1719.4266293677665,0.0,1.0
2026-01-01 00:21:00,gpu-000,node-00,70.97889497016196,55.728412343358045,72.11686920332811,245.5811340298842,0.0,1.0,37.27762894020567,41.61247184628786,369.57500529341735,66.64907582573153,1959.717747982386,3.0,7.0
2026-01-01 00:22:00,gpu-000,node-00,54.51628875190838,35.01535054719779,66.676424053722,211.51486405518023,0.0,0.0,42.417748925251146,35.31160712640016,174.3193446162945,50.553317965273614,1837.3630176825184,3.0,2.0
2026-01-01 00:23:00,gpu-000,node-00,51.29294378059269,42.50716924361321,65.79035949587733,198.84840535647837,0.0,0.0,42.9842008656254,33.34464499715723,145.63185130066017,72.91948679616252,845.0756771663357,1.0,3.0
2026-01-01 00:24:00,gpu-000,node-00,52.2695012427671,32.289082146389646,62.11463020841403,210.29597244877456,0.0,0.0,24.81164304500834,23.59866398341287,314.30985621526014,78.72246178406533,1337.7591083210868,2.0,1.0
2026-01-01 00:25:00,gpu-000,node-00,62.94503098276148,51.16437940649534,69.62497997432777,220.09206829572264,0.0,0.0,36.51845952786202,36.26197351404625,295.8993517975145,73.65850788651301,933.612349529095,2.0,2.0
2026-01-01 00:26:00,gpu-000,node-00,61.004856754622736,42.04762668321642,67.16569562241972,223.0829070483364,0.0,0.0,28.63963592081788,26.716111911338636,319.0723156260649,52.20073886163294,1371.6773289560738,1.0,2.0
2026-01-01 00:27:00,gpu-000,node-00,61.63451647945285,47.401146146661816,64.92776975030706,211.0262933813496,0.0,0.0,36.93794901029701,33.9989210872272,248.94642589039765,32.352148472021746,1740.2763895735602,0.0,2.0
2026-01-01 00:28:00,gpu-000,node-00,61.913763879697726,52.55371309941998,65.41277967408968,203.76144670417733,0.0,0.0,33.09470940950989,37.8000395232656,369.7751856620213,31.13426525898726,2153.7841025373764,0.0,1.0
2026-01-01 00:29:00,gpu-000,node-00,82.505858916011,77.52487555219057,73.53308918639146,259.04367525638577,0.0,0.0,51.20186438569503,46.55625068458616,375.10817779189017,61.95435740276542,2346.360975381646,2.0,2.0
2026-01-01 00:30:00,gpu-000,node-00,51.99127214304522,36.2030151105304,63.40184859108746,193.37965907126497,0.0,0.0,51.35495077465147,43.8674217701418,320.5720555046169,56.4823293589435,2816.8165885218896,3.0,3.0
2026-01-01 00:31:00,gpu-000,node-00,50.783492610572566,39.8752068413261,63.50003169133624,212.4026224588479,0.0,0.0,46.76118475899338,36.42021856684582,201.92866219981187,49.993257468392926,1845.6017767285891,2.0,3.0
2026-01-01 00:32:00,gpu-000,node-00,47.22727363951678,34.16302553773572,61.525972959952426,183.89653695687065,0.0,0.0,28.51903551494644,32.035310410603486,391.29021250516473,40.58327784617762,1823.851871486037,3.0,2.0
