timestamp,gpu_utilization,memory_utilization,gpu_temperature,power_consumption,ecc_errors,xid_errors,cpu_usage,ram_usage,network_throughput,disk_io,job_runtime,queue_length,active_processes,label,incident
2026-01-05 00:00:00,0.9670766630881301,10.857894976108659,38.0,55.06574927422578,0.0,0.0,5.04344897768978,26.850738500515526,5.779080971549067,1.0356611625387735,0.0,2.0,0.0,idle,
2026-01-05 00:01:00,5.254900843797685,13.819542391805918,37.828468891124274,81.62197888116792,0.0,0.0,8.68993260806618,23.120724943919797,0.24938175123276274,0.0,0.0,0.0,0.0,idle,
2026-01-05 00:02:00,4.536979680058891,13.999181684179328,37.934437311776286,77.9577378244578,0.0,0.0,7.916641229279662,24.652632933989928,0.0,1.9540627701765316,0.0,0.0,0.0,idle,
2026-01-05 00:03:00,2.338957254718107,16.241104293390407,38.025215496973935,62.76771997307445,0.0,0.0,6.125035067851148,26.408080595791034,0.0,5.114848736035881,0.0,5.0,0.0,idle,
2026-01-05 00:04:00,0.0,12.317930390988835,37.94161252393879,58.79360999432075,0.0,0.0,6.333086017532752,30.724631286177317,0.0,2.167233659486599,0.0,4.0,0.0,idle,
2026-01-05 00:05:00,2.1688062860518205,13.90618127921931,38.24966947855579,64.64272649878566,0.0,0.0,5.675887188488684,29.82768932521925,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:06:00,1.7194497149680972,11.83657886719928,38.067265409048886,60.445878284352425,0.0,0.0,7.407631752196133,33.01254711453029,0.0,7.723209114624898,0.0,3.0,0.0,idle,
2026-01-05 00:07:00,4.486855400265811,10.00995109040598,38.56906006446004,77.8150815797871,0.0,0.0,12.02880693379685,32.94035204205561,0.0,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:08:00,5.486030986547949,11.81428626075958,38.55100793566952,79.13555103746015,0.0,0.0,12.266876320238614,35.257480030671886,0.0,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:09:00,2.1773206030975496,10.435093718890002,38.54450472816781,68.32576427214005,0.0,0.0,15.481351930481054,34.105884352755936,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:10:00,0.0047415646914533705,11.377838128385076,38.34590553216735,54.99751324414608,0.0,0.0,8.744866526630332,34.658101949352655,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:11:00,0.0,11.025446499534384,38.29187368093862,59.74770825276281,0.0,0.0,8.331844934289485,35.23319678845017,0.0,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:12:00,1.5878786261708755,9.316540575501282,37.998317509846125,70.30881432166672,0.0,0.0,4.833638781358834,34.46640218904427,0.0,0.8252691628250524,0.0,0.0,0.0,idle,
2026-01-05 00:13:00,3.3830254876363206,8.53454111498187,38.496833193082566,77.61185686869285,0.0,0.0,1.2381023426018531,32.31477398910827,0.0,1.788432288753558,0.0,4.0,0.0,idle,
2026-01-05 00:14:00,6.1415053212060595,7.825452652088855,38.80785681000166,76.47869216780869,0.0,0.0,7.464232599477768,30.638947309827195,0.0,0.29029796180030876,0.0,2.0,0.0,idle,
2026-01-05 00:15:00,4.248288408428289,8.622649866002785,38.84266863349068,82.36666671878814,0.0,0.0,7.618851262505172,31.36970692844897,0.0,0.0,0.0,4.0,0.0,idle,
2026-01-05 00:16:00,0.0,10.310319289695006,39.36946420465652,65.65306259851373,0.0,0.0,5.787898566048661,31.553658163729118,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:17:00,0.14014468312767436,10.553613436791577,39.19378388341115,62.473061922758674,0.0,0.0,3.130527528205503,31.259453032460296,0.0,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:18:00,0.0,10.455138650465724,39.059913891059566,61.03728576587054,0.0,0.0,4.955487710609005,30.39062400366186,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:19:00,0.0,13.47922033488886,39.41871564607687,61.58851773174057,0.0,0.0,6.894726226849505,26.98228107385865,0.0,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:20:00,0.0,15.739631471374965,39.19295228354099,51.63331401700984,0.0,0.0,2.782645267233873,28.31284470499638,0.0,0.0,0.0,1.0,0.0,idle,
2026-01-05 00:21:00,0.0,17.028443808646358,39.11866943637422,62.95063301054201,0.0,0.0,5.836443903181539,27.398382839142666,0.0,0.0,0.0,0.0,0.0,idle,
2026-01-05 00:22:00,0.0,18.712916546127808,38.93170452216396,68.02154173016005,0.0,0.0,10.697400434892145,28.009655902105138,18.712905346231228,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:23:00,0.0,17.1356489241882,39.29696409966929,70.51153469254317,0.0,0.0,6.4752717077051525,25.218383905533507,0.6258299555678644,0.0,0.0,4.0,0.0,idle,
2026-01-05 00:24:00,0.0,11.927659162069709,39.0417120228757,58.723987134766865,0.0,0.0,9.541230519095954,24.057186927586983,0.0,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:25:00,0.0,11.88759988116613,38.874597478301034,56.944775502541034,0.0,0.0,7.2860508666359,24.169872531740985,11.808118493508172,0.0,0.0,1.0,0.0,idle,
2026-01-05 00:26:00,0.0,15.410586002004507,39.006133771703254,68.74110047231594,0.0,0.0,5.38367999017067,26.95256444470911,0.0,0.0,0.0,1.0,0.0,idle,
