timestamp,gpu_utilization,memory_utilization,gpu_temperature,power_consumption,ecc_errors,xid_errors,cpu_usage,ram_usage,network_throughput,disk_io,job_runtime,queue_length,active_processes,label,incident
2026-01-05 00:00:00,1.4277562159561925,10.7163801075049,38.0,55.50660874128978,0.0,0.0,5.812115405952916,29.43873094710942,8.178482369605849,0.024045697574280878,0.0,4.0,0.0,idle,
2026-01-05 00:01:00,0.9302449455445415,8.963652139451034,38.08158608304678,66.60541701690674,1.0,0.0,10.62741637607872,33.171391322696095,32.77885281845519,7.884833571897686,0.0,1.0,0.0,idle,
2026-01-05 00:02:00,2.454034243087798,4.198976364604836,37.909616063283664,63.138862123984566,0.0,0.0,10.034068540536149,31.330816794170772,41.517329549305515,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:03:00,2.674748602962601,6.878668595543708,37.978182309100596,71.65783429446334,0.0,0.0,9.205890143432732,33.569308707608045,37.985024473695816,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:04:00,1.3028582235339452,7.56781660198285,37.596470755896895,63.04185396749214,0.0,0.0,4.909472942217627,34.98099073151962,54.761125421275906,0.0,0.0,3.0,0.0,idle,
2026-01-05 00:05:00,2.105417340035284,6.744982884295265,37.651561214094365,70.40800303532599,0.0,0.0,1.6432500415897708,34.14713468726983,47.57888015516599,0.0,0.0,0.0,0.0,idle,
2026-01-05 00:06:00,0.0,4.570459108033307,37.35093442908113,62.393315345009235,0.0,0.0,2.187206227278904,32.40141096389251,28.301288802400553,0.0,0.0,1.0,0.0,idle,
2026-01-05 00:07:00,0.0,7.67812212393015,37.45017850703081,65.7074848673317,0.0,0.0,4.44804744992441,30.584555554259595,28.465475589890264,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:08:00,0.0,11.758316506771624,37.60203203388383,56.309381540810634,0.0,0.0,5.346194061233131,26.594826979820237,26.59444697227512,0.0,0.0,2.0,0.0,idle,
2026-01-05 00:09:00,0.0,14.487697210880535,37.91334206838114,64.603286160093,0.0,0.0,5.268002092069172,25.18633221348312,21.465369641842596,0.0,0.0,1.0,0.0,idle,
2026-01-05 00:10:00,0.0,13.983819643722239,37.81829965168977,55.709057578620666,0.0,0.0,0.7822376591139104,25.092652021562763,21.224187891054626,0.0,0.0,1.0,0.0,idle,
