timestamp,gpu_utilization,memory_utilization,gpu_temperature,power_consumption,ecc_errors,xid_errors,cpu_usage,ram_usage,network_throughput,disk_io,job_runtime,queue_length,active_processes,label,incident
2026-01-05 00:00:00,1.703294619466415,8.369013234913293,38.0,70.64197061638015,0.0,0.0,2.9716768740080246,32.7903479056974,3.8457950306831954,2.7967049807976934,0.0,1.0,0.0,idle,
2026-01-05 00:01:00,64.11702104261443,59.80837915410429,41.60445472723162,286.1938049469395,0.0,0.0,47.410258546185126,71.48113305391175,214.17939864804538,99.31249571538704,0.0,3.0,1.0,mixed,
2026-01-05 00:02:00,58.962418133488804,61.372872868784285,44.39457235354407,259.78256619137136,0.0,0.0,49.56695255723419,69.2094189596366,227.07152876153876,101.44767905477927,1.0,5.0,1.0,mixed,
2026-01-05 00:03:00,60.68659801678297,59.24920018182627,46.77556974401622,260.0748454582399,0.0,0.0,48.22255800160058,68.0830692602284,224.56282270087792,105.41845097778489,2.0,4.0,1.0,mixed,
2026-01-05 00:04:00,58.4961585395547,58.12771842116267,48.90625191631257,260.61850506290045,0.0,0.0,47.13272409877831,71.18266282708744,206.81185252859353,113.22005830569279,3.0,4.0,1.0,mixed,
2026-01-05 00:05:00,57.177682290904286,56.84221321817752,50.792735592900925,251.59438063065895,0.0,0.0,44.91986669455443,71.2591370813188,180.05653240475417,116.9860288578733,4.0,5.0,1.0,mixed,
2026-01-05 00:06:00,61.003761972889706,55.97546211859018,52.09416341757236,264.28138219591403,0.0,0.0,43.17311377593206,68.02276075819627,193.32216177019518,99.96150803036866,5.0,6.0,1.0,mixed,
2026-01-05 00:07:00,57.858469056861466,53.95560800652075,53.31906546479327,253.35870980133117,0.0,0.0,45.2854397439543,65.04575445100642,171.43414694886118,120.62672501352641,6.0,6.0,1.0,mixed,
2026-01-05 00:08:00,60.38860715459872,54.09558659525501,54.52491752606326,267.71397512564107,0.0,0.0,42.317945163398925,64.73849228729125,178.61975262384783,118.2787733344558,7.0,5.0,1.0,mixed,
2026-01-05 00:09:00,61.680952075599706,54.19061083101307,55.78118892150191,277.0036623577954,0.0,0.0,42.67061381004071,65.4981532179165,179.94068881195457,130.32916168738416,8.0,4.0,1.0,mixed,
2026-01-05 00:10:00,59.352063762015504,56.820051877668035,56.38950252230093,263.4148739236059,0.0,0.0,48.1000699178617,68.23932174269542,185.56964571678984,137.88095304581202,9.0,5.0,1.0,mixed,
2026-01-05 00:11:00,61.726293265439736,53.61134269299391,56.95205438485944,263.41282028090257,0.0,0.0,50.05939187582606,66.78068359265663,187.4931132252098,155.08249906247772,10.0,3.0,1.0,mixed,
2026-01-05 00:12:00,58.20786574639123,59.34888172800967,57.34153772741767,256.25812759691087,0.0,0.0,54.212209406309405,70.00188599265147,195.34144101013487,143.4793312236111,11.0,6.0,1.0,mixed,
2026-01-05 00:13:00,60.06235288867393,59.95054683379725,58.4306517653388,262.3269777114397,0.0,0.0,51.271437384957586,68.52405107134734,217.98355263182327,144.47040334953508,12.0,3.0,1.0,mixed,
2026-01-05 00:14:00,59.51683702145939,61.08261038044569,59.26105052376773,255.80752187732494,0.0,0.0,52.165223208087696,68.21928446900316,203.31549865320406,154.78070948977273,13.0,3.0,1.0,mixed,
2026-01-05 00:15:00,63.46351307020859,60.32950259419153,59.55954792020589,267.021068062964,0.0,0.0,47.2844412419157,70.8080638276511,188.86212503333428,151.8241628097233,14.0,4.0,1.0,mixed,
2026-01-05 00:16:00,63.80106414088694,58.73705302938108,60.60546382311107,272.41472288058264,0.0,0.0,46.820243685357156,69.89754317385162,185.5348631305312,136.5790599026277,15.0,5.0,1.0,mixed,
2026-01-05 00:17:00,63.64765392695811,60.602062529473244,60.728882815696096,269.05994960027596,0.0,0.0,44.646406232912774,66.78362192672508,177.7929228421124,112.319460424031,16.0,5.0,1.0,mixed,
2026-01-05 00:18:00,62.872567375257866,59.85514359005788,60.732762051379005,276.23192202083214,0.0,0.0,46.665425375268626,66.66091378786743,192.6395233809994,102.13728429051807,17.0,4.0,1.0,mixed,
2026-01-05 00:19:00,65.97522129151284,56.820883406843926,61.34815547733872,289.2904351830581,0.0,0.0,46.438187022621655,64.81454699306735,187.09437917704918,128.01304417630277,18.0,4.0,1.0,mixed,
2026-01-05 00:20:00,66.06477928632948,56.72134147952678,61.927065704107925,295.31021232569236,0.0,0.0,42.6489167574692,64.20863721905397,158.0111772811635,129.81808106171363,19.0,5.0,1.0,mixed,
2026-01-05 00:21:00,66.24130887246663,56.210904293004496,62.34123956524089,281.0033633949265,0.0,0.0,43.570844426120416,63.666383787043465,154.49550186722138,112.45272646485716,20.0,4.0,1.0,mixed,
2026-01-05 00:22:00,64.78246059753062,57.02412095124067,62.537783639964296,280.0714569626529,0.0,0.0,42.73240356055828,66.79749374648465,148.62044896063793,103.83511404703195,21.0,5.0,1.0,mixed,
2026-01-05 00:23:00,65.37520981444561,56.54413752512795,62.94648308885062,286.81402615552577,0.0,0.0,44.079685352064494,67.93757608508136,149.03316270808426,92.08367815725063,22.0,3.0,1.0,mixed,
2026-01-05 00:24:00,68.77979757689195,58.91510713787228,63.77061292406135,292.1516285960367,0.0,0.0,45.75547760864812,68.5203141495628,160.8504440300039,85.28064028699939,23.0,3.0,1.0,mixed,
2026-01-05 00:25:00,67.39366813020544,57.853755670353536,64.00042818001596,290.2759355070493,0.0,0.0,49.364113521216346,67.29982947443956,176.42972239951118,93.7737516192777,24.0,6.0,1.0,mixed,
2026-01-05 00:26:00,64.37308669881223,60.86283020006648,63.91040646203989,285.0177456247269,0.0,0.0,44.66977474452097,65.25970101805231,161.04762274226076,90.84406043714041,25.0,5.0,1.0,mixed,
2026-01-05 00:27:00,64.64860135837434,61.350176374852,64.25389492148825,284.3772161418246,0.0,0.0,49.839356418212525,70.17237031997242,186.02558721129174,97.29596448000201,26.0,4.0,1.0,mixed,
2026-01-05 00:28:00,64.82298965670529,59.25583290373752,64.22101343136836,274.82108920017026,0.0,0.0,39.458075635611856,72.16824004308964,194.13299106630276,88.55126569804827,27.0,2.0,1.0,mixed,
2026-01-05 00:29:00,62.37267399374137,60.51084296181509,64.10729337451806,271.0883050942721,0.0,0.0,37.914710022657175,71.41760324886049,211.93568404096422,76.70658846808348,28.0,2.0,1.0,mixed,
2026-01-05 00:30:00,63.72610710594424,59.71973907607498,64.52692874369065,270.36700289585826,0.0,0.0,43.83340568131672,69.32888455300274,211.0740352523289,69.34349960776692,29.0,2.0,1.0,mixed,
2026-01-05 00:31:00,65.15236546640256,57.43067318753414,64.5991184940152,277.28934265061156,0.0,0.0,46.52551998825966,72.01237667452627,212.7098347231396,79.19120580415526,30.0,4.0,1.0,mixed,
